Address,City,State,Zip,Gutter Clearing,Roof Type/ Material,Home Square Footage,Home Value,Average Home Value in Zip code,Number of Stories,Roof Details >> Roof: >> Steepness,Jobsite Ladders >> Roof >> Number of Ladder Movements,Jobsite Ladders >> Roof >> ladder Size,Jobsite Ladders >> Gutter >> Number of Ladder Movements,Jobsite Ladders >> Gutter >> ladder Size,Jobsite Ladders >> Window >> Number of Ladder Movements,Jobsite Ladders >> Window >> ladder Size
6536 51st Avenue Northeast,Seattle,Washington,98115,345,Composition,3590,2130300,2152913,N/A,6 / 12,1 - 3,32ft,4 - 8,32ft,9 - 20,32ft
11616 Seola Beach Drive Southwest,Burien,Washington,98146,345,Composition,1950,750000,998288,2,,,,,,,
2205 West Ruffner Street,Seattle,Washington,98199,345,N/A,1290,796400,778657,N/A,4 / 12 or less,1 - 3,40ft,4 - 8,40ft,9 - 20,40ft
21381 Northeast 2nd Court,Sammamish,Washington,98074,345,Composition,4490,2980000,2475788,2,8 / 12,1 - 3,28ft,1 - 3,28ft,9 - 20,20ft
5221 Narbeck Avenue,Everett,Washington,98203,345,Composition,2546,913200,937388,N/A,8 / 12,1 - 3,40ft,4 - 8,40ft,9 - 20,32ft
13290 Southwest Buckfield Lane,Tigard,Oregon,97224,345,Shake / Shingle,2376,663900,654188,N/A,10 / 12,4 - 8,28ft,4 - 8,28ft,9 - 20,20ft
17230 3rd Avenue Northwest,Shoreline,Washington,98177,345,N/A,1420,774600,855749,N/A,7 / 12,1 - 3,20ft,4 - 8,20ft,9 - 20,6ft
17230 3rd Avenue Northwest,Shoreline,Washington,98177,345,N/A,1420,774600,855749,N/A,7 / 12,1 - 3,20ft,4 - 8,20ft,9 - 20,6ft
12120 76th Way Northeast Unit 3,Kirkland,Washington,98034,345,Torch Down,1571,830000,980900,3,4 / 12 or less,1 - 3,40ft,1 - 3,40ft,9 - 20,32ft
12540 Southeast 71st Street,Newcastle,Washington,98056,345,N/A,1660,943400,1120250,N/A,8 / 12,1 - 3,28ft,4 - 8,28ft,9 - 20,28ft
806B Northwest 49th Street,Seattle,Washington,98107,345,N/A,1323,816400,1013063,N/A,4 / 12 or less,1 - 3,40ft,1 - 3,40ft,9 - 20,40ft
4506 246th Avenue Southeast,Sammamish,Washington,98029,345,Composition,2237,1373500,1441175,N/A,8 / 12,1 - 3,20ft,1 - 3,20ft,9 - 20,20ft
13041 42nd Avenue Northeast,Seattle,Washington,98125,345,Composition,2590,1517000,1450050,N/A,5 / 12,1 - 3,20ft,1 - 3,20ft,1 - 3,6ft
14837 Northwest Dominion Drive,Portland,Oregon,97229,345,Shake / Shingle,3036,613030,947425,N/A,,,,,,,
11381 Southeast 78th Terrace,Newcastle,Washington,98056,345,Composition,4123,2200000,2262963,2,8 / 12,1 - 3,32ft,4 - 8,32ft,9 - 20,32ft
4305 Northwest Paddock Lane,Camas,Washington,98607,345,Composition,2961,1474500,2522200,2,10 / 12,1 - 3,32ft,1 - 3,32ft,9 - 20,28ft
4305 Northwest Paddock Lane,Camas,Washington,98607,345,Composition,2961,1474500,2522200,2,10 / 12,1 - 3,32ft,1 - 3,32ft,9 - 20,28ft
23924 101st Place West,Edmonds,Washington,98020,345,Composition,4141,1429400,989688,N/A,6 / 12,1 - 3,28ft,1 - 3,,9 - 20,28ft
2454 West Lake Sammamish Parkway Northeast,Redmond,Washington,98052,345,Composition,5000,4858700,3552775,N/A,4 / 12 or less,1 - 3,28ft,1 - 3,28ft,9 - 20,28ft
2454 West Lake Sammamish Parkway Northeast,Redmond,Washington,98052,345,Composition,5000,4858700,3552775,N/A,4 / 12 or less,1 - 3,28ft,1 - 3,28ft,9 - 20,28ft
17814 31st Drive Southeast,Bothell,Washington,98012,345,Composition,2707,1203300,1096050,N/A,8 / 12,1 - 3,32ft,1 - 3,32ft,9 - 20,28ft
7331 34th Avenue Northeast,Seattle,Washington,98115,345,N/A,3740,2076100,1728475,N/A,,,,,,,
5759 Southwest 48th Avenue,Portland,Oregon,97221,345,Composition,3012,1150000,659663,3,8 / 12,1 - 3,28ft,1 - 3,28ft,9 - 20,28ft
3311 Northwest 67th Street,Seattle,Washington,98117,345,N/A,2350,2042800,1767150,N/A,Composite - Architectural,,1 - 3,28ft,1 - 3,28ft,9 - 20
5616 Beach Drive Southwest,Seattle,Washington,98136,345,Composition,4513,3966400,2657700,N/A,4 / 12 or less,1 - 3,32ft,4 - 8,32ft,9 - 20,32ft
5616 Beach Drive Southwest,Seattle,Washington,98136,345,Composition,4513,3978500,2667175,N/A,4 / 12 or less,1 - 3,32ft,4 - 8,32ft,9 - 20,32ft
3319 Federal Avenue,Everett,Washington,98201,345,N/A,2750,890200,605113,N/A,6 / 12,1 - 3,32ft,1 - 3,32ft,20+,32ft
1819 North 90th Street,Seattle,Washington,98103,345,N/A,700,1924700,1016575,N/A,4 / 12 or less,1 - 3,28ft,4 - 8,28ft,9 - 20,28ft
1015 32nd Avenue East,Seattle,Washington,98112,343,Composition,2836,1866500,1578629,N/A,8 / 12,1 - 3,28ft,4 - 8,28ft,9 - 20,28ft
1015 32nd Avenue East,Seattle,Washington,98112,343,Composition,2836,1866500,1578629,N/A,8 / 12,1 - 3,28ft,4 - 8,28ft,9 - 20,28ft
1130 Southwest Myrtle Drive,Portland,Oregon,97201,340,Composition,4066,1584000,1020080,N/A,10 / 12,4 - 8,32ft,4 - 8,32ft,20+,28ft
17001 Northeast 108th Way,Redmond,Washington,98052,340,N/A,2810,1853700,1559350,N/A,10 / 12,1 - 3,28ft,1 - 3,28ft,9 - 20,20ft
4327 28th Avenue South,Seattle,Washington,98108,340,N/A,2529,1038600,844875,N/A,12 / 12,1 - 3,32ft,4 - 8,32ft,9 - 20,32ft
1225 23rd Avenue East,Seattle,Washington,98112,340,Composition,3420,2271600,3060938,N/A,8 / 12,1 - 3,28ft,4 - 8,28ft,9 - 20,28ft
5459 Champery Place Northwest,Issaquah,Washington,98027,340,N/A,3410,1996500,2128913,N/A,,,,,,,
14804 Southeast 58th Street,Bellevue,Washington,98006,340,Composition,3270,2111500,2300163,1,Steeper Than 12 / 12,4 - 8,32ft,4 - 8,20ft,4 - 8,20ft
11633 Southeast 197th Place,Kent,Washington,98031,340,N/A,2832,954800,935875,N/A,6 / 12,1 - 3,28ft,4 - 8,28ft,9 - 20,28ft
12832 Northeast 103rd Place,Kirkland,Washington,98033,340,Composition,2760,1762600,1805199,N/A,5 / 12,1 - 3,28ft,1 - 3,28ft,9 - 20,28ft
1132 268th Way Southeast,Sammamish,Washington,98075,340,N/A,3370,2151400,1992538,N/A,8 / 12,1 - 3,28ft,1 - 3,28ft,9 - 20,28ft
23651 Northeast 15th Place,Sammamish,Washington,98074,340,Composition,3779,2111700,2019175,N/A,7 / 12,1 - 3,28ft,1 - 3,28ft,9 - 20,28ft
13720 Northeast 133rd Street,Kirkland,Washington,98034,340,N/A,3600,1970300,2128438,N/A,6 / 12,1 - 3,28ft,1 - 3,28ft,9 - 20,28ft
24322 Northeast 24th Street,Sammamish,Washington,98074,340,N/A,4400,2811900,2272400,N/A,8 / 12,4 - 8,28ft,4 - 8,28ft,9 - 20,28ft
8011 84th Avenue Southeast,Mercer Island,Washington,98040,340,N/A,3500,2883800,2271524,N/A,8 / 12,1 - 3,32ft,4 - 8,32ft,9 - 20,28ft
4514 Whitman Avenue North,Seattle,Washington,98103,340,Composition,3050,1030000,963788,N/A,8 / 12,1 - 3,28ft,4 - 8,28ft,9 - 20,28ft
20322 80th Avenue Northeast,Kenmore,Washington,98028,340,Composition,4140,1579100,1765250,N/A,8 / 12,1 - 3,28ft,1 - 3,28ft,9 - 20,28ft
11427 Southeast 222nd Street,Kent,Washington,98031,340,Composition,2884,887900,743375,N/A,6 / 12,1 - 3,28ft,1 - 3,28ft,9 - 20,28ft
6537 32nd Avenue Northeast,Seattle,Washington,98115,340,N/A,2340,1586100,1350925,N/A,10 / 12,1 - 3,28ft,4 - 8,28ft,9 - 20,28ft
252 Chelan Avenue Northeast,Renton,Washington,98059,340,N/A,2330,1054000,1089275,N/A,8 / 12,1 - 3,32ft,4 - 8,32ft,9 - 20,28ft
23442 Northeast 6th Place,Sammamish,Washington,98074,340,Shake / Shingle,3070,1718700,1728963,N/A,8 / 12,1 - 3,32ft,4 - 8,32ft,9 - 20,28ft
17117 Southeast 47th Place,Bellevue,Washington,98006,340,Composition,2770,1900000,1930313,2,10 / 12,1 - 3,28ft,4 - 8,28ft,9 - 20,28ft
2810 34th Avenue South,Seattle,Washington,98144,340,N/A,2610,1426500,1420625,N/A,8 / 12,1 - 3,32ft,4 - 8,32ft,9 - 20,32ft
1430 236th Street Southeast,Bothell,Washington,98021,340,Composition,4182,2240700,1679263,N/A,5 / 12,4 - 8,32ft,4 - 8,32ft,9 - 20,32ft
2028 32nd Avenue South,Seattle,Washington,98144,340,Composition,3000,1557600,1207438,N/A,8 / 12,1 - 3,28ft,1 - 3,28ft,9 - 20,32ft
6047 South Roxbury Street,Seattle,Washington,98118,340,N/A,2160,1110200,1003625,N/A,9 / 12,1 - 3,28ft,1 - 3,28ft,9 - 20,28ft
232 150th Street Southeast,Lynnwood,Washington,98087,340,Composition,2710,995000,1029163,2,,,,,,,
4803 Southwest Juneau Street,Seattle,Washington,98136,340,Composition,1060,881500,1006613,1,6 / 12,1 - 3,20ft,4 - 8,20ft,9 - 20,6ft
18615 42nd Avenue Southeast,Bothell,Washington,98012,340,Composition,2876,1321200,1366313,N/A,8 / 12,1 - 3,28ft,4 - 8,28ft,9 - 20,28ft
1112 231st Place Northeast,Sammamish,Washington,98074,340,N/A,1980,1303500,1225150,N/A,8 / 12,1 - 3,28ft,4 - 8,28ft,9 - 20,28ft
1527 Northeast Perkins Way,Shoreline,Washington,98155,340,Composition,2270,1023000,845563,2,8 / 12,1 - 3,28ft,1 - 3,28ft,9 - 20,28ft
3722 Northwest Loriann Drive,Portland,Oregon,97229,340,Composition,2615,843000,946763,N/A,10 / 12,1 - 3,32ft,4 - 8,32ft,9 - 20,32ft
109 215th Street Southeast,Bothell,Washington,98021,340,Composition,3380,1575500,1030638,N/A,8 / 12,1 - 3,32ft,4 - 8,32ft,9 - 20,32ft
2847 Mount Rainier Drive South,Seattle,Washington,98144,340,Shake / Shingle,3190,1461600,1106543,N/A,7 / 12,1 - 3,32ft,1 - 3,40ft,9 - 20,40ft
5023 18th Avenue Northeast,Seattle,Washington,98105,340,N/A,1900,1288800,884267,N/A,8 / 12,1 - 3,28ft,4 - 8,28ft,9 - 20,28ft
6010 150th Street Southeast,Snohomish,Washington,98296,340,Composition,2655,1136400,1186775,N/A,6 / 12,1 - 3,28ft,1 - 3,28ft,9 - 20,28ft
19322 21st Avenue Northwest,Shoreline,Washington,98177,340,Composition,2680,1748800,898625,N/A,6 / 12,1 - 3,28ft,1 - 3,28ft,20+,28ft
5668 30th Avenue Southwest,Seattle,Washington,98126,340,N/A,2130,864300,896567,N/A,8 / 12,1 - 3,32ft,1 - 3,32ft,9 - 20,28ft
20565 Northeast 33rd Court,Sammamish,Washington,98074,340,Composition,3430,2033900,2028200,N/A,8 / 12,1 - 3,28ft,1 - 3,28ft,9 - 20,28ft
20565 Northeast 33rd Court,Sammamish,Washington,98074,340,Composition,3430,2033900,2028200,N/A,8 / 12,1 - 3,28ft,1 - 3,28ft,9 - 20,28ft
20565 Northeast 33rd Court,Sammamish,Washington,98074,340,Composition,3430,2033900,2028200,N/A,8 / 12,1 - 3,28ft,1 - 3,28ft,9 - 20,28ft
26210 131st Place Southeast,Kent,Washington,98030,340,Composition,2050,695700,718913,N/A,8 / 12,1 - 3,28ft,4 - 8,28ft,9 - 20,28ft
5121 South Myrtle Street,Seattle,Washington,98118,340,N/A,2830,1050000,845075,N/A,12 / 12,1 - 3,32ft,9 - 20,32ft,9 - 20,32ft
16630 Southeast 167th Street,Renton,Washington,98058,340,Other,4200,1304700,1166613,N/A,7 / 12,1 - 3,32ft,1 - 3,,20+,32ft
906 High Avenue South,Renton,Washington,98057,340,Composition,2100,808400,740000,N/A,8 / 12,1 - 3,20ft,1 - 3,20ft,9 - 20,20ft
20808 103rd Place Southeast,Kent,Washington,98031,340,Composition,3076,896800,777913,N/A,8 / 12,1 - 3,32ft,1 - 3,32ft,9 - 20,28ft
3821 194th Place Southeast,Bothell,Washington,98012,340,N/A,2703,1635300,1505825,N/A,8 / 12,1 - 3,32ft,4 - 8,32ft,9 - 20,32ft
22716 Northeast 25th Way,Sammamish,Washington,98074,340,Composition,2500,1370000,1468563,N/A,8 / 12,1 - 3,28ft,4 - 8,28ft,9 - 20,20ft
27438 237th Avenue Southeast,Maple Valley,Washington,98038,340,Composition,2850,785000,815786,2,8 / 12,1 - 3,32ft,4 - 8,32ft,9 - 20,28ft
21019 Royal Anne Road,Bothell,Washington,98021,340,Composition,5094,1744000,1126300,N/A,8 / 12,1 - 3,28ft,4 - 8,28ft,9 - 20,28ft
5532 Komachin Loop Southeast,Lacey,Washington,98513,340,Composition,2468,579400,525825,N/A,,,,,,,
4403 Southeast Greenview Court,Hillsboro,Oregon,97123,340,Shake / Shingle,2569,683900,632660,N/A,10 / 12,1 - 3,32ft,4 - 8,32ft,9 - 20,32ft
7610 Northeast 124th Street,Kirkland,Washington,98034,340,N/A,2440,1404900,1310263,N/A,8 / 12,1 - 3,32ft,4 - 8,32ft,9 - 20,28ft
2330 30th Avenue South,Seattle,Washington,98144,340,Composition,2690,1398000,1015813,2,8 / 12,1 - 3,32ft,1 - 3,32ft,9 - 20,28ft
3244 113th Avenue Southeast,Bellevue,Washington,98004,340,Other,4381,2788200,2147000,N/A,4 / 12 or less,1 - 3,28ft,1 - 3,40ft,9 - 20,40ft
20010 Southwest Cedar Grove Lane,Beaverton,Oregon,97006,340,Composition,1484,377600,375238,3,9 / 12,1 - 3,32ft,1 - 3,32ft,9 - 20,28ft
16020 41st Avenue Southeast,Bothell,Washington,98012,340,Composition,2173,966200,995962,N/A,8 / 12,1 - 3,32ft,4 - 8,32ft,9 - 20,28ft
13920 Southeast Laurie Avenue,Milwaukie,Oregon,97267,340,Composition,1743,433000,455663,N/A,,,,,,,
9233 3rd Avenue Northwest,Seattle,Washington,98117,340,N/A,1340,2012000,814475,N/A,6 / 12,1 - 3,32ft,4 - 8,32ft,9 - 20,32ft
10021 Bayard Avenue Northwest,Seattle,Washington,98177,340,Composition,3160,2465900,2474275,N/A,6 / 12,1 - 3,32ft,9 - 20,32ft,9 - 20,28ft
10021 Bayard Avenue Northwest,Seattle,Washington,98177,340,Composition,3160,2465900,2474275,N/A,6 / 12,1 - 3,32ft,9 - 20,32ft,9 - 20,28ft
10021 Bayard Avenue Northwest,Seattle,Washington,98177,340,Composition,3160,2465900,2474275,N/A,6 / 12,1 - 3,32ft,9 - 20,32ft,9 - 20,28ft
27801 Northeast 42nd Circle,Camas,Washington,98607,340,Composition,3705,968800,806338,N/A,10 / 12,1 - 3,28ft,1 - 3,28ft,9 - 20,20ft
15745 Northeast 114th Way,Redmond,Washington,98052,340,Composition,2774,1887400,1209613,N/A,,,,,,,
1730 Northwest 58th Street Unit A,Seattle,Washington,98107,340,N/A,1430,802100,531438,N/A,8 / 12,1 - 3,40ft,1 - 3,40ft,9 - 20,32ft
1730 Northwest 58th Street Unit A,Seattle,Washington,98107,340,N/A,1430,802100,531438,N/A,8 / 12,1 - 3,40ft,1 - 3,40ft,9 - 20,32ft
6407 View Street Northeast,Tacoma,Washington,98422,340,Composition,2368,1098900,1126900,N/A,7 / 12,1 - 3,20ft,1 - 3,20ft,,
6407 View Street Northeast,Tacoma,Washington,98422,340,Composition,2368,1098900,1126900,N/A,7 / 12,1 - 3,20ft,1 - 3,20ft,,
6407 View Street Northeast,Tacoma,Washington,98422,340,Composition,2368,1098900,1126900,N/A,7 / 12,1 - 3,20ft,1 - 3,20ft,,
25739 Southeast 34th Street,Sammamish,Washington,98075,340,Composition,3210,1801300,1745700,N/A,,,,,,,
19121 131st Drive Southeast,Snohomish,Washington,98296,340,Composition,2786,1149950,1188663,2,7 / 12,1 - 3,28ft,1 - 3,28ft,9 - 20,28ft
418 Southwest 128th Street,Seattle,Washington,98146,340,Composition,980,728800,729200,N/A,4 / 12 or less,1 - 3,28ft,1 - 3,28ft,9 - 20,28ft
3803 Southwest Kanan Drive,Portland,Oregon,97221,340,Tile,1817,609100,561453,N/A,5 / 12,1 - 3,28ft,1 - 3,28ft,9 - 20,28ft
7731 30th Avenue Northeast,Seattle,Washington,98115,340,N/A,2300,1152300,1479100,N/A,6 / 12,1 - 3,32ft,1 - 3,32ft,9 - 20,28ft
16755 Northwest Sandelie Court,Beaverton,Oregon,97006,340,Shake / Shingle,3132,889500,913188,N/A,,,,,,,
190 34th Avenue East,Seattle,Washington,98112,340,N/A,2360,2075100,2465450,N/A,4 / 12 or less,1 - 3,32ft,4 - 8,32ft,9 - 20,32ft
11044 Durland Avenue Northeast,Seattle,Washington,98125,340,N/A,4880,2086100,1511925,N/A,6 / 12,1 - 3,28ft,1 - 3,28ft,20+,28ft
21623 1st Avenue West,Bothell,Washington,98021,340,Composition,3318,1900000,1543688,2,7 / 12,1 - 3,28ft,1 - 3,28ft,9 - 20,20ft
7304 32nd Avenue Southwest,Seattle,Washington,98126,340,Composition,1790,830800,785913,N/A,8 / 12,1 - 3,28ft,1 - 3,32ft,9 - 20,28ft
2130 Northeast Nelson Lane,Issaquah,Washington,98029,340,N/A,2410,1533900,1453225,N/A,7 / 12,1 - 3,32ft,1 - 3,32ft,9 - 20,32ft
2432 Northwest 63rd Street,Seattle,Washington,98107,335,Asphalt,1300,1028100,926286,N/A,5 / 12,1 - 3,28ft,1 - 3,28ft,9 - 20,28ft
19042 40th Place Northeast,Lake Forest Park,Washington,98155,335,N/A,3570,1756100,1059300,N/A,7 / 12,1 - 3,32ft,4 - 8,32ft,4 - 8,32ft
2035 Federal Avenue East,Seattle,Washington,98102,335,Other,2400,1380100,1363400,N/A,8 / 12,1 - 3,32ft,1 - 3,32ft,9 - 20,28ft
7932 45th Avenue Southwest,Seattle,Washington,98136,335,Composition,3060,1600000,1460425,2,,,,,,,
11415 39th Avenue Southeast,Everett,Washington,98208,335,N/A,1195,205900,126317,N/A,10 / 12,1 - 3,32ft,1 - 3,32ft,9 - 20,32ft
11415 39th Avenue Southeast,Everett,Washington,98208,335,Composition,2642,1215400,1011100,N/A,10 / 12,1 - 3,32ft,1 - 3,32ft,9 - 20,32ft
4509 South Union Avenue,Tacoma,Washington,98409,335,Composition,1160,1100000,347333,N/A,7 / 12,1 - 3,28ft,1 - 3,28ft,9 - 20,28ft
11812 Southeast 256th Place,Kent,Washington,98030,335,N/A,1630,585600,629929,N/A,,,,,,,
715 21st Avenue East,Seattle,Washington,98112,335,Composition,3140,2400000,1468688,2,8 / 12,1 - 3,28ft,1 - 3,28ft,20+,28ft
1634 22nd Avenue East,Seattle,Washington,98112,335,N/A,2970,1748900,2163374,N/A,12 / 12,4 - 8,28ft,9 - 20,28ft,9 - 20,28ft
4003 40th Avenue Southwest,Seattle,Washington,98116,335,Composition,2950,1411500,1053843,N/A,10 / 12,1 - 3,28ft,4 - 8,28ft,9 - 20,28ft
4121 Sunnyside Avenue North,Seattle,Washington,98103,335,Composition,3823,2415600,1676875,N/A,8 / 12,1 - 3,32ft,4 - 8,32ft,9 - 20,28ft
2667 Southwest 343rd Street,Federal Way,Washington,98023,335,Composition,1910,705000,665675,1,10 / 12,1 - 3,20ft,1 - 3,20ft,9 - 20,20ft
8224 North Olympia Street,Portland,Oregon,97203,335,Shake / Shingle,1800,587500,402863,N/A,8 / 12,1 - 3,32ft,1 - 3,32ft,9 - 20,32ft
6509 37th Avenue Northeast,Seattle,Washington,98115,335,Composition,3150,1777200,1183106,N/A,,,,,,,
10413 126th Avenue Northeast,Kirkland,Washington,98033,335,N/A,1895,1550,4194,N/A,5 / 12,1 - 3,32ft,1 - 3,32ft,9 - 20,32ft
3851 35th Avenue West,Seattle,Washington,98199,335,Composition,4640,1880700,1733117,N/A,,,,,,,
8224 North Olympia Street,Portland,Oregon,97203,335,Shake / Shingle,1800,587500,402863,N/A,8 / 12,1 - 3,32ft,1 - 3,32ft,9 - 20,32ft
11811 165th Place Northeast,Redmond,Washington,98052,335,N/A,3780,2067400,2005613,N/A,10 / 12,1 - 3,32ft,1 - 3,32ft,9 - 20,32ft
3036 46th Avenue Southwest,Seattle,Washington,98116,335,N/A,2930,1650900,1113243,N/A,8 / 12,1 - 3,32ft,4 - 8,32ft,9 - 20,32ft
20032 94th Drive Northeast,Bothell,Washington,98011,335,N/A,2778,5000,2765,N/A,8 / 12,1 - 3,32ft,1 - 3,32ft,9 - 20,28ft
6312 Southeast Jennings Avenue,Milwaukie,Oregon,97267,335,Composition,2030,590200,640000,N/A,,,,,,,
4515 194th Way Northeast,Sammamish,Washington,98074,335,N/A,2940,2000300,2113675,N/A,9 / 12,1 - 3,28ft,4 - 8,28ft,9 - 20,28ft
1907 East Miller Street,Seattle,Washington,98112,335,Other,3020,1732500,1447063,N/A,12 / 12,1 - 3,32ft,4 - 8,32ft,9 - 20,28ft
13537 Southeast 81st Place,Newcastle,Washington,98059,335,Composition,3176,1835000,1455400,2,8 / 12,1 - 3,40ft,4 - 8,40ft,9 - 20,32ft
8422 Southeast 9th Avenue,Portland,Oregon,97202,335,Composition,2092,793000,578917,N/A,8 / 12,1 - 3,28ft,4 - 8,28ft,9 - 20,28ft
18927 35th Drive Southeast,Bothell,Washington,98012,335,Composition,2876,1465000,1522950,2,8 / 12,1 - 3,28ft,1 - 3,28ft,9 - 20,28ft
18927 35th Drive Southeast,Bothell,Washington,98012,335,Composition,2876,1465000,1522950,2,8 / 12,1 - 3,28ft,1 - 3,28ft,9 - 20,28ft
6826 49th Avenue Northeast,Seattle,Washington,98115,335,N/A,3700,2147200,1586100,N/A,8 / 12,1 - 3,32ft,1 - 3,32ft,9 - 20,32ft
4248 249th Court Southeast,Sammamish,Washington,98029,335,N/A,1830,1232500,1222413,N/A,Steeper Than 12 / 12,1 - 3,28ft,4 - 8,28ft,9 - 20,28ft
5511 Northeast 131st Street,Vancouver,Washington,98686,335,Composition,1827,672400,757613,1,5 / 12,1 - 3,20ft,1 - 3,20ft,4 - 8,20ft
7530 Southwest Helene Street,Wilsonville,Oregon,97070,335,N/A,2701,630200,625825,N/A,8 / 12,1 - 3,32ft,1 - 3,32ft,9 - 20,32ft
16899 Northeast Schuyler Court,Portland,Oregon,97230,335,Shake / Shingle,2206,549600,482475,N/A,8 / 12,1 - 3,32ft,4 - 8,32ft,9 - 20,28ft
9012 Meridian Avenue North,Seattle,Washington,98103,335,N/A,2719,1413400,1038400,N/A,8 / 12,1 - 3,28ft,4 - 8,28ft,9 - 20,28ft
23240 Southeast 50th Street,Issaquah,Washington,98029,335,N/A,2760,1643000,1690025,N/A,7 / 12,1 - 3,32ft,4 - 8,32ft,9 - 20,32ft
3755 Southwest Grayson Street,Seattle,Washington,98126,335,Composition,2650,1285000,1895200,2,8 / 12,1 - 3,32ft,1 - 3,32ft,9 - 20,32ft
6530 192nd Place Northeast,Redmond,Washington,98052,335,N/A,2760,1924300,1808400,N/A,8 / 12,1 - 3,32ft,1 - 3,32ft,9 - 20,32ft
6013 North Williams Avenue,Portland,Oregon,97217,335,Shake / Shingle,3556,1239700,668463,N/A,Steeper Than 12 / 12,1 - 3,32ft,4 - 8,32ft,9 - 20,32ft
1028 Northeast 92nd Street,Seattle,Washington,98115,335,Composition,3100,2200000,987838,2,,,,,,,
9702 South 230th Place,Kent,Washington,98031,335,Composition,3370,885100,868212,N/A,12 / 12,1 - 3,32ft,4 - 8,32ft,9 - 20,32ft
3321 150th Place Southeast,Mill Creek,Washington,98012,335,Composition,3180,1459600,1560200,N/A,10 / 12,1 - 3,28ft,4 - 8,28ft,9 - 20,28ft
12447 Northeast 163rd Court,Woodinville,Washington,98072,335,Composition,2290,1403200,1444325,N/A,6 / 12,1 - 3,28ft,1 - 3,28ft,9 - 20,28ft
15675 Southwest Brighton Court,Beaverton,Oregon,97007,335,Shake / Shingle,2421,745400,726650,N/A,10 / 12,1 - 3,28ft,1 - 3,28ft,9 - 20,28ft
3552 168th Avenue Northeast,Bellevue,Washington,98008,335,N/A,2690,1786300,1926563,N/A,7 / 12,1 - 3,28ft,1 - 3,28ft,9 - 20,28ft
13109 Northeast 84th Street,Kirkland,Washington,98033,335,N/A,3005,2204500,1966300,N/A,8 / 12,4 - 8,32ft,4 - 8,32ft,9 - 20,28ft
6530 192nd Place Northeast,Redmond,Washington,98052,335,N/A,2760,1924300,1808400,N/A,8 / 12,1 - 3,32ft,1 - 3,32ft,9 - 20,32ft
16201 Southeast 48th Street,Bellevue,Washington,98006,335,Asphalt,3000,1710000,1539788,N/A,8 / 12,1 - 3,32ft,1 - 3,32ft,9 - 20,32ft
16431 Marine View Drive Southwest,Burien,Washington,98166,335,Composition,4120,1510000,1087050,1,4 / 12 or less,1 - 3,20ft,1 - 3,20ft,9 - 20,20ft
22273 Southeast 39th Place,Sammamish,Washington,98075,335,N/A,4920,2222800,2064286,N/A,8 / 12,1 - 3,32ft,1 - 3,32ft,9 - 20,28ft
22273 Southeast 39th Place,Sammamish,Washington,98075,335,N/A,4920,2222800,2064286,N/A,8 / 12,1 - 3,32ft,1 - 3,32ft,9 - 20,28ft
319 197th Place Southwest,Bothell,Washington,98012,335,Composition,2430,1003000,913788,N/A,,,,,,,
8548 17th Avenue Northwest,Seattle,Washington,98117,335,N/A,1430,828000,788487,N/A,,,,,,,
16238 Northeast 3rd Street,Bellevue,Washington,98008,335,"Composition,Flat",4002,3150000,1825525,2,5 / 12,1 - 3,32ft,1 - 3,32ft,9 - 20,32ft
27830 50th Place South,Auburn,Washington,98001,335,Composition,2230,771800,733938,N/A,7 / 12,1 - 3,28ft,1 - 3,28ft,9 - 20,28ft
22674 Southeast 32nd Street,Sammamish,Washington,98075,335,N/A,3910,2315900,2057363,N/A,8 / 12,1 - 3,28ft,1 - 3,28ft,9 - 20,28ft
4852 25th Avenue Southwest,Seattle,Washington,98106,335,Composition,2400,1198300,532250,N/A,9 / 12,4 - 8,32ft,4 - 8,32ft,9 - 20,32ft
2020 Ferndale Avenue Northeast,Renton,Washington,98056,335,Other,2658,963800,1052300,N/A,8 / 12,1 - 3,28ft,1 - 3,28ft,9 - 20,28ft
10219 Kelly Road Northeast,Carnation,Washington,98014,335,Other,3590,1857300,699394,N/A,8 / 12,1 - 3,28ft,1 - 3,28ft,9 - 20,28ft
6219 30th Avenue Northeast,Seattle,Washington,98115,335,Composition,2685,1970000,1271850,2,10 / 12,1 - 3,32ft,4 - 8,32ft,9 - 20,32ft
739 South 47th Street,Renton,Washington,98055,335,Composition,2750,925000,892100,2,8 / 12,1 - 3,32ft,1 - 3,32ft,9 - 20,32ft
851 80th Avenue Northeast,Medina,Washington,98039,335,Composition,2600,3375000,5242863,N/A,6 / 12,1 - 3,28ft,1 - 3,28ft,9 - 20,28ft
3408 63rd Avenue Southwest,Seattle,Washington,98116,335,N/A,3060,1573300,938875,N/A,,,,,,,
828 16th Avenue,Seattle,Washington,98122,335,N/A,1840,1168200,1207271,N/A,12 / 12,4 - 8,32ft,4 - 8,32ft,9 - 20,32ft
19229 86th Avenue West,Edmonds,Washington,98026,335,Composition,1559,1045100,1078038,N/A,6 / 12,1 - 3,20ft,1 - 3,20ft,9 - 20,20ft
20027 29th Avenue Southeast,Bothell,Washington,98012,335,Composition,2240,1271200,1195481,N/A,8 / 12,1 - 3,28ft,1 - 3,28ft,9 - 20,28ft
469 Southwest 122nd Street,Seattle,Washington,98146-2846,335,N/A,2222,808400,695257,N/A,8 / 12,1 - 3,28ft,1 - 3,28ft,9 - 20,28ft
